MATINSPINN,63.6,64.3,62.6,63.6,63.4,0.2,410,24.582,386811
MBL1STMF,8.0,8.1,7.9,8.0,8.0,0.0,23,0.538,67256
MEGHNACEM,76.4,78.7,75.0,75.2,77.5,-1.1,70,0.549,7250
MERCANBANK,17.1,17.4,17.1,17.1,17.3,-0.2,507,22.805,1326936
MERCINS,48.0,49.6,47.8,48.0,48.9,-0.9,41,1.572,32513
METROSPIN,25.7,27.0,25.6,25.7,26.5,-0.8,565,20.661,793721
MHSML,30.6,32.2,30.5,30.6,31.5,-0.9,545,24.626,797000
MICEMENT,65.0,68.0,64.3,64.6,65.6,-0.6,81,1.005,15397
MIRAKHTER,62.1,63.4,61.9,62.1,62.9,-0.8,527,15.506,248285
MJLBD,91.5,93.5,91.4,91.6,93.5,-2.0,361,12.607,135792
MLDYEING,23.8,24.2,23.7,23.8,24.1,-0.3,395,7.702,322601
MONNOAGML,563.1,579.4,561.8,563.1,581.3,-18.2,636,8.929,15670
MONNOCERA,113.4,115.4,112.7,113.4,114.6,-1.2,383,6.004,52668
MONOSPOOL,192.7,204.8,190.1,192.7,200.7,-8.0,543,9.638,48495
MPETROLEUM,207.8,209.0,206.5,207.8,208.5,-0.7,726,34.928,168135
MTB,19.2,19.8,19.2,19.2,19.4,-0.2,45,0.539,27757
NAHEEACP,46.6,46.9,46.0,46.7,46.7,-0.1,366,27.896,601576
NAVANACNG,30.8,31.2,30.7,30.8,30.9,-0.1,58,0.851,27613
NBL,7.3,7.4,7.3,7.3,7.3,0.0,394,11.653,1583487
NCCBANK,15.2,15.5,15.2,15.2,15.3,-0.1,154,9.04,591973
NCCBLMF1,8.6,8.8,8.6,8.7,8.7,-0.1,36,0.541,62180
NEWLINE,38.1,38.4,37.4,38.1,38.4,-0.3,43,1.935,50826
NFML,20.1,20.7,20.0,20.1,20.8,-0.7,611,15.506,767535
NHFIL,54.1,56.2,53.9,54.1,55.2,-1.1,726,26.169,478928
NITOLINS,58.9,61.1,58.0,58.9,60.5,-1.6,169,9.428,157910
NLI1STMF,14.1,14.2,14.1,14.1,14.2,-0.1,25,1.866,132345
NORTHRNINS,51.7,53.0,51.5,51.7,52.0,-0.3,103,2.715,52320
NPOLYMER,52.5,53.8,52.3,52.5,53.8,-1.3,415,14.976,283160
NRBCBANK,26.7,27.1,26.6,26.7,26.9,-0.2,892,47.198,1763823
OLYMPIC,163.3,163.7,162.5,163.0,162.3,1.0,333,21.707,133231
ONEBANKLTD,13.4,13.6,13.3,13.4,13.5,-0.1,1200,67.358,5007823
ORIONINFU,108.3,110.9,103.0,108.3,103.2,5.1,2304,161.096,1492945
ORIONPHARM,103.9,105.2,102.2,103.9,102.1,1.8,2355,154.945,1490407
PAPERPROC,247.4,260.0,245.2,247.4,256.2,-8.8,1059,28.805,114304
PARAMOUNT,73.3,74.1,73.2,73.3,73.5,-0.2,288,9.208,125065
PDL,12.0,12.3,12.0,12.0,12.2,-0.2,310,8.335,690461
PENINSULA,42.4,43.2,41.9,42.4,42.3,0.1,978,54.123,1275126
PEOPLESINS,57.1,59.4,56.3,56.9,58.3,-1.2,728,13.22,229854
PF1STMF,8.8,9.0,8.7,8.8,8.7,0.1,173,6.766,761291
PHARMAID,797.6,810.0,760.0,797.6,789.3,8.3,2821,141.231,179976
PHENIXINS,55.7,57.2,55.0,55.7,57.2,-1.5,204,5.922,105837
PHOENIXFIN,24.3,24.7,23.9,24.3,24.6,-0.3,165,3.708,152658
PHPMF1,5.5,5.6,5.5,5.5,5.5,0.0,47,1.336,242597
PIONEERINS,109.4,112.4,109.0,109.4,110.5,-1.1,250,17.952,162627
