TOSRIFA,18.40,Textile,B,0.71,0.64,0.64,29.35,2021
TRUSTB1MF,5.90,Mutual Funds,A,0.9,0.6,2.24,11.91,2021
TRUSTBANK,34.60,Bank,A,4.46,5.26,2.81,27.37,2020
TUNGHAI,6.70,Textile,Z,-,0.83, n/a ,-5.76,2021
UCB,16.60,Bank,A,1.33,2.2,2.42,29.35,2020
UNILEVERCL,3086.70,Food & Allied,A,44.0,42.8,43.94,123.08,2020
UNIONCAP,9.70,Financial Institutions,B,-,-, n/a ,4.12,2020
UNIONINS,16.00,Insurance,N,-,1.97,1.28,17.39,2020
UNIQUEHRL,57.60,Travel & Leisure,A,1.0,-, n/a ,88.03,2021
UNITEDFIN,21.80,Financial Institutions,A,1.0,0.95,1.13,17.11,2020
UNITEDINS,62.10,Insurance,A,1.1,2.4,2.04,33.04,2020
UPGDCL,255.90,Fuel & Power,A,17.0,19.99,18.8,56.18,2021
USMANIAGL,61.90,Miscellaneous,Z,-,-, n/a ,85.82,2021
UTTARABANK,26.90,Bank,A,4.61,3.61,4.31,34.79,2020
UTTARAFIN,41.20,Financial Institutions,A,3.56,2.24,9.45,62.45,2019
VAMLBDMF1,7.80,Mutual Funds,A,1.5,2.21,2.1,14.63,2021
VAMLRBBF,8.70,Mutual Funds,A,0.16,2.12,1.68,10.16,2020
VFSTDL,21.90,Textile,A,1.1,1.6,1.5,18.7,2021
WALTONHIL,1090.80,Engineering,A,25.0,29.46,54.21,311.59,2021
WATACHEM,290.60,Pharmaceuticals & Chemicals,A,3.0,4.04,6.14,60.22,2021
WMSHIPYARD,13.80,Engineering,B,0.4,-,0.86,24.06,2020
YPL,14.30,Engineering,B,-,-, n/a ,11.12,2021
ZAHEENSPIN,9.10,Textile,B,-,-, n/a ,6.25,2021
ZAHINTEX,8.00,Textile,B,-,-, n/a ,15.71,2021
ZEALBANGLA,117.00,Food & Allied,Z,-,-, n/a ,-817.43,2021
